AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	description	env_biome	env_feature	host	organism	sample_title	seq_methods	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Platform	SRA_Study	collection_date	env_material	geo_loc_name	lat_lon
501	SAMN08542478	SRX3702823	35x_Q5_Water_S324_L001_R1_001.fastq.35x_Q5_Water	0	0	aquatic metagenome	2018-02-16	SRR6729647	SRS2961340	35x_Q5_Water	blank	blank control	blank control	blank control	aquatic metagenome	35x_Q5_Water	Q5_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542606	SRX3702822	30x_ACC_Mock_DNA7_S295_L001_R1_001.fastq.30x_ACC_Mock_DNA7	0	0	synthetic metagenome	2018-02-16	SRR6729648	SRS2961384	30x_ACC_Mock_DNA7	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_ACC_Mock_DNA7	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542584	SRX3702821	30x_K_Mock_DNA8_S118_L001_R1_001.fastq.30x_K_Mock_DNA8	1	0	synthetic metagenome	2018-02-16	SRR6729649	SRS2961337	30x_K_Mock_DNA8	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_K_Mock_DNA8	K_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542496	SRX3702820	35x_PHU_Water_S336_L001_R1_001.fastq.35x_PHU_Water	1	1	aquatic metagenome	2018-02-16	SRR6729650	SRS2961335	35x_PHU_Water	blank	blank control	blank control	blank control	aquatic metagenome	35x_PHU_Water	PHU_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542575	SRX3702819	30x_PHU_PMM_FS_DA10001_S202_L001_R1_001.fastq.30x_PHU_PMM_FS_DA10001	25	17	human gut metagenome	2018-02-16	SRR6729651	SRS2961334	30x_PHU_PMM_FS_DA10001	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	30x_PHU_PMM_FS_DA10001	PHU_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542699	SRX3702818	20x_ACC_PMM_FS_DA10001_S297_L001_R1_001.fastq.20x_ACC_PMM_FS_DA10001	0	0	human gut metagenome	2018-02-16	SRR6729652	SRS2961380	20x_ACC_PMM_FS_DA10001	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	20x_ACC_PMM_FS_DA10001	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542539	SRX3702817	30x_Q5_Mock_DNA4_S256_L001_R1_001.fastq.30x_Q5_Mock_DNA4	13	9	synthetic metagenome	2018-02-16	SRR6729653	SRS2961333	30x_Q5_Mock_DNA4	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_Q5_Mock_DNA4	Q5_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542501	SRX3702816	35x_PHU_Mock_DNA4_S374_L001_R1_001.fastq.35x_PHU_Mock_DNA4	24	16	synthetic metagenome	2018-02-16	SRR6729654	SRS2961332	35x_PHU_Mock_DNA4	artificial_community	mock community	mock community	mock community	synthetic metagenome	35x_PHU_Mock_DNA4	PHU_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542534	SRX3702815	30x_Q5_Mock_DNA9_S221_L001_R1_001.fastq.30x_Q5_Mock_DNA9	17	11	synthetic metagenome	2018-02-16	SRR6729655	SRS2961329	30x_Q5_Mock_DNA9	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_Q5_Mock_DNA9	Q5_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542520	SRX3702814	35x_ACC_Mock_DNA3_S370_L001_R1_001.fastq.35x_ACC_Mock_DNA3	39	27	synthetic metagenome	2018-02-16	SRR6729656	SRS2961379	35x_ACC_Mock_DNA3	artificial_community	mock community	mock community	mock community	synthetic metagenome	35x_ACC_Mock_DNA3	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542492	SRX3702813	35x_PL_Mock_DNA4_S187_L001_R1_001.fastq.35x_PL_Mock_DNA4	30	21	synthetic metagenome	2018-02-16	SRR6729657	SRS2961330	35x_PL_Mock_DNA4	artificial_community	mock community	mock community	mock community	synthetic metagenome	35x_PL_Mock_DNA4	PL_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542595	SRX3702812	30x_ACC_PMM_FS_DA10088_S364_L001_R1_001.fastq.30x_ACC_PMM_FS_DA10088	30	20	human gut metagenome	2018-02-16	SRR6729658	SRS2961331	30x_ACC_PMM_FS_DA10088	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	30x_ACC_PMM_FS_DA10088	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542556	SRX3702811	30x_PL_Mock_DNA8_S111_L001_R1_001.fastq.30x_PL_Mock_DNA8	42	28	synthetic metagenome	2018-02-16	SRR6729659	SRS2961328	30x_PL_Mock_DNA8	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_PL_Mock_DNA8	PL_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
500	SAMN08542475	SRX3702810	PMM_ZymoControl3_S264_L001_R1_001.fastq.PMM_ZymoControl3	0	0	synthetic metagenome	2018-02-16	SRR6729660	SRS2961327	PMM_ZymoControl3	artificial_community	mock community	mock community	mock community	synthetic metagenome	PMM_ZymoControl3	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542654	SRX3702809	25x_ACC_PMM_FS_DA10001_S298_L001_R1_001.fastq.25x_ACC_PMM_FS_DA10001	13	8	human gut metagenome	2018-02-16	SRR6729661	SRS2961326	25x_ACC_PMM_FS_DA10001	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	25x_ACC_PMM_FS_DA10001	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542665	SRX3702808	20x_Q5_Mock_DNA3_S271_L001_R1_001.fastq.20x_Q5_Mock_DNA3	0	0	synthetic metagenome	2018-02-16	SRR6729662	SRS2961324	20x_Q5_Mock_DNA3	artificial_community	mock community	mock community	mock community	synthetic metagenome	20x_Q5_Mock_DNA3	Q5_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542605	SRX3702807	30x_ACC_Mock_DNA8_S307_L001_R1_001.fastq.30x_ACC_Mock_DNA8	0	0	synthetic metagenome	2018-02-16	SRR6729663	SRS2961323	30x_ACC_Mock_DNA8	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_ACC_Mock_DNA8	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542655	SRX3702806	25x_ACC_Mock_DNA4_S380_L001_R1_001.fastq.25x_ACC_Mock_DNA4	8	6	synthetic metagenome	2018-02-16	SRR6729664	SRS2961322	25x_ACC_Mock_DNA4	artificial_community	mock community	mock community	mock community	synthetic metagenome	25x_ACC_Mock_DNA4	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542481	SRX3702805	35x_Q5_PMM_FS_DA10016_S213_L001_R1_001.fastq.35x_Q5_PMM_FS_DA10016	32	21	human gut metagenome	2018-02-16	SRR6729665	SRS2961321	35x_Q5_PMM_FS_DA10016	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	35x_Q5_PMM_FS_DA10016	Q5_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542714	SRX3702804	15x_PL_PMM_FS_DA10040_S136_L001_R1_001.fastq.15x_PL_PMM_FS_DA10040	0	0	human gut metagenome	2018-02-16	SRR6729666	SRS2961320	15x_PL_PMM_FS_DA10040	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	15x_PL_PMM_FS_DA10040	PL_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542651	SRX3702803	25x_ACC_PMM_FS_DA10040_S334_L001_R1_001.fastq.25x_ACC_PMM_FS_DA10040	33	22	human gut metagenome	2018-02-16	SRR6729667	SRS2961319	25x_ACC_PMM_FS_DA10040	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	25x_ACC_PMM_FS_DA10040	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542748	SRX3702802	15x_ACC_Mock_DNA1_S344_L001_R1_001.fastq.15x_ACC_Mock_DNA1	0	0	synthetic metagenome	2018-02-16	SRR6729668	SRS2961318	15x_ACC_Mock_DNA1	artificial_community	mock community	mock community	mock community	synthetic metagenome	15x_ACC_Mock_DNA1	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542567	SRX3702801	30x_PHU_PMM_FS_DA10088_S274_L001_R1_001.fastq.30x_PHU_PMM_FS_DA10088	22	14	human gut metagenome	2018-02-16	SRR6729669	SRS2961317	30x_PHU_PMM_FS_DA10088	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	30x_PHU_PMM_FS_DA10088	PHU_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542744	SRX3702800	15x_ACC_PMM_FS_DA10001_S296_L001_R1_001.fastq.15x_ACC_PMM_FS_DA10001	0	0	human gut metagenome	2018-02-16	SRR6729670	SRS2961316	15x_ACC_PMM_FS_DA10001	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	15x_ACC_PMM_FS_DA10001	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542596	SRX3702799	30x_ACC_PMM_FS_DA10069_S353_L001_R1_001.fastq.30x_ACC_PMM_FS_DA10069	43	29	human gut metagenome	2018-02-16	SRR6729671	SRS2961315	30x_ACC_PMM_FS_DA10069	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	30x_ACC_PMM_FS_DA10069	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542633	SRX3702798	25x_PHU_PMM_FS_DA10040_S327_L001_R1_001.fastq.25x_PHU_PMM_FS_DA10040	41	27	human gut metagenome	2018-02-16	SRR6729672	SRS2961314	25x_PHU_PMM_FS_DA10040	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	25x_PHU_PMM_FS_DA10040	PHU_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542684	SRX3702797	20x_PHU_Mock_DNA2_S350_L001_R1_001.fastq.20x_PHU_Mock_DNA2	0	0	synthetic metagenome	2018-02-16	SRR6729673	SRS2961313	20x_PHU_Mock_DNA2	artificial_community	mock community	mock community	mock community	synthetic metagenome	20x_PHU_Mock_DNA2	PHU_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542644	SRX3702796	25x_K_PMM_FS_DA10016_S205_L001_R1_001.fastq.25x_K_PMM_FS_DA10016	1	1	human gut metagenome	2018-02-16	SRR6729674	SRS2961312	25x_K_PMM_FS_DA10016	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	25x_K_PMM_FS_DA10016	K_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542687	SRX3702795	20x_K_PMM_FS_DA10040_S144_L001_R1_001.fastq.20x_K_PMM_FS_DA10040	3	2	human gut metagenome	2018-02-16	SRR6729675	SRS2961311	20x_K_PMM_FS_DA10040	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	20x_K_PMM_FS_DA10040	K_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542563	SRX3702794	30x_PL_Mock_DNA10_S135_L001_R1_001.fastq.30x_PL_Mock_DNA10	58	39	synthetic metagenome	2018-02-15	SRR6729676	SRS2961310	30x_PL_Mock_DNA10	artificial_community	mock community	mock community	mock community	synthetic metagenome	30x_PL_Mock_DNA10	PL_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542740	SRX3702793	15x_ACC_Water_S343_L001_R1_001.fastq.15x_ACC_Water	0	0	aquatic metagenome	2018-02-16	SRR6729677	SRS2961309	15x_ACC_Water	blank	blank control	blank control	blank control	aquatic metagenome	15x_ACC_Water	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542581	SRX3702835	30x_K_PMM_FS_DA10017_S117_L001_R1_001.fastq.30x_K_PMM_FS_DA10017	1	1	human gut metagenome	2018-02-16	SRR6729635	SRS2961349	30x_K_PMM_FS_DA10017	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	30x_K_PMM_FS_DA10017	K_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542510	SRX3702836	35x_K_Mock_DNA4_S278_L001_R1_001.fastq.35x_K_Mock_DNA4	1	1	synthetic metagenome	2018-02-16	SRR6729634	SRS2961350	35x_K_Mock_DNA4	artificial_community	mock community	mock community	mock community	synthetic metagenome	35x_K_Mock_DNA4	K_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542473	SRX3702825	Zmock_A_111716_S96_L001_R1_001.fastq.Zmock_A_111716	16	11	synthetic metagenome	2018-02-16	SRR6729645	SRS2961342	Zmock_A_111716	artificial_community	mock community	mock community	mock community	synthetic metagenome	Zmock_A_30x_ACC_mock	ACC_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542498	SRX3702792	35x_PHU_PMM_FS_DA10029_S316_L001_R1_001.fastq.35x_PHU_PMM_FS_DA10029	37	25	human gut metagenome	2018-02-16	SRR6729678	SRS2961308	35x_PHU_PMM_FS_DA10029	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	35x_PHU_PMM_FS_DA10029	PHU_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
501	SAMN08542735	SRX3702791	15x_K_PMM_FS_DA10001_S107_L001_R1_001.fastq.15x_K_PMM_FS_DA10001	0	0	human gut metagenome	2018-02-16	SRR6729679	SRS2961307	15x_K_PMM_FS_DA10001	fecal_community	human gut community	human gut community	human gut community	human gut metagenome	15x_K_PMM_FS_DA10001	K_V4_MiSeq_V2_Chem	AMPLICON	PRJNA434243	MIMARKS.survey	MOTHUR	public	sra	ncbi	0	454 GS	PAIRED	PCR	METAGENOMIC	2018-02-15	LS454	SRP132931	2016-11	NA	USA: Ann Arbor	42.28 N 83.74 W
